0,2000,1000,True
1,1999,1017,True
2,1999,1034,True
3,1998,1052,True
4,1997,1069,True
5,1996,1087,True
6,1994,1104,True
7,1992,1121,True
8,1990,1139,True
9,1987,1156,True
10,1984,1173,True
11,1981,1190,True
12,1978,1207,True
13,1974,1224,True
14,1970,1241,True
15,1965,1258,True
16,1961,1275,True
17,1956,1292,True
18,1951,1309,True
19,1945,1325,True
20,1939,1342,True
21,1933,1358,True
22,1927,1374,True
23,1920,1390,True
24,1913,1406,True
25,1906,1422,True
26,1898,1438,True
27,1891,1453,True
28,1882,1469,True
29,1874,1484,True
30,1866,1499,True
31,1857,1515,True
32,1848,1529,True
33,1838,1544,False
34,1829,1559,False
35,1819,1573,False
36,1809,1587,False
37,1798,1601,False
38,1788,1615,False
39,1777,1629,False
40,1766,1642,False
41,1754,1656,False
42,1743,1669,False
43,1731,1681,False
44,1719,1694,False
45,1707,1707,False
46,1694,1719,False
47,1681,1731,False
48,1669,1743,False
49,1656,1754,False
50,1642,1766,False
51,1629,1777,False
52,1615,1788,False
53,1601,1798,False
54,1587,1809,False
55,1573,1819,False
56,1559,1829,False
57,1544,1838,False
58,1529,1848,False
59,1515,1857,False
60,1500,1866,False
61,1484,1874,False
62,1469,1882,False
63,1453,1891,False
64,1438,1898,False
65,1422,1906,False
66,1406,1913,False
67,1390,1920,False
68,1374,1927,False
69,1358,1933,False
70,1342,1939,False
71,1325,1945,False
72,1309,1951,False
73,1292,1956,False
74,1275,1961,False
75,1258,1965,False
76,1241,1970,False
77,1224,1974,False
78,1207,1978,False
79,1190,1981,False
80,1173,1984,False
81,1156,1987,False
82,1139,1990,False
83,1121,1992,False
84,1104,1994,False
85,1087,1996,False
86,1069,1997,False
87,1052,1998,False
88,1034,1999,False
89,1017,1999,False
90,1000,2000,False
91,983,1999,False
92,966,1999,False
93,948,1998,False
94,931,1997,False
95,913,1996,False
96,896,1994,False
97,879,1992,False
98,861,1990,False
99,844,1987,False
100,827,1984,False
101,810,1981,False
102,793,1978,False
103,776,1974,False
104,759,1970,False
105,742,1965,False
106,725,1961,False
107,708,1956,False
108,691,1951,False
109,675,1945,False
110,658,1939,False
111,642,1933,False
112,626,1927,False
113,610,1920,False
114,594,1913,False
115,578,1906,False
116,562,1898,False
117,547,1891,False
118,531,1882,False
119,516,1874,False
120,501,1866,False
121,485,1857,False
122,471,1848,False
123,456,1838,False
124,441,1829,False
125,427,1819,False
126,413,1809,False
127,399,1798,False
128,385,1788,False
129,371,1777,False
130,358,1766,False
131,344,1754,False
132,331,1743,False
133,319,1731,False
134,306,1719,False
135,293,1707,False
136,281,1694,False
137,269,1681,False
138,257,1669,False
139,246,1656,False
140,234,1642,False
141,223,1629,False
142,212,1615,False
143,202,1601,False
144,191,1587,False
145,181,1573,False
146,171,1559,False
147,162,1544,False
148,152,1529,False
149,143,1515,False
150,134,1499,False
151,126,1484,False
152,118,1469,False
153,109,1453,False
154,102,1438,False
155,94,1422,False
156,87,1406,False
157,80,1390,False
158,73,1374,False
159,67,1358,False
160,61,1342,False
161,55,1325,False
162,49,1309,False
163,44,1292,False
164,39,1275,False
165,35,1258,False
166,30,1241,False
167,26,1224,False
168,22,1207,False
169,19,1190,False
170,16,1173,False
171,13,1156,False
172,10,1139,False
173,8,1121,False
174,6,1104,False
175,4,1087,False
176,3,1069,False
177,2,1052,False
178,1,1034,False
179,1,1017,False
180,0,1000,False
181,1,983,False
182,1,966,False
183,2,948,False
184,3,931,False
185,4,913,False
186,6,896,False
187,8,879,False
188,10,861,False
189,13,844,False
190,16,827,False
191,19,810,False
192,22,793,False
193,26,776,False
194,30,759,False
195,35,742,False
196,39,725,False
197,44,708,False
198,49,691,False
199,55,675,False
200,61,658,False
201,67,642,False
202,73,626,False
203,80,610,False
204,87,594,False
205,94,578,False
206,102,562,False
207,109,547,False
208,118,531,False
209,126,516,False
210,134,500,False
211,143,485,False
212,152,471,False
213,162,456,False
214,171,441,False
215,181,427,False
216,191,413,False
217,202,399,False
218,212,385,False
219,223,371,False
220,234,358,False
221,246,344,False
222,257,331,False
223,269,319,False
224,281,306,False
225,293,293,False
226,306,281,False
227,319,269,False
228,331,257,False
229,344,246,False
230,358,234,False
231,371,223,False
232,385,212,False
233,399,202,False
234,413,191,False
235,427,181,False
236,441,171,False
237,456,162,False
238,471,152,False
239,485,143,False
240,500,134,False
241,516,126,False
242,531,118,False
243,547,109,False
244,562,102,False
245,578,94,False
246,594,87,False
247,610,80,False
248,626,73,False
249,642,67,False
250,658,61,False
251,675,55,False
252,691,49,False
253,708,44,False
254,725,39,False
255,742,35,False
256,759,30,False
257,776,26,False
258,793,22,False
259,810,19,False
260,827,16,False
261,844,13,False
262,861,10,False
263,879,8,False
264,896,6,False
265,913,4,False
266,931,3,False
267,948,2,False
268,966,1,False
269,983,1,False
270,1000,0,False
271,1017,1,False
272,1034,1,False
273,1052,2,False
274,1069,3,False
275,1087,4,False
276,1104,6,False
277,1121,8,False
278,1139,10,False
279,1156,13,False
280,1173,16,False
281,1190,19,False
282,1207,22,False
283,1224,26,False
284,1241,30,False
285,1258,35,False
286,1275,39,False
287,1292,44,False
288,1309,49,False
289,1325,55,False
290,1342,61,False
291,1358,67,False
292,1374,73,False
293,1390,80,False
294,1406,87,False
295,1422,94,False
296,1438,102,False
297,1453,109,False
298,1469,118,False
299,1484,126,False
300,1500,134,False
301,1515,143,False
302,1529,152,False
303,1544,162,False
304,1559,171,False
305,1573,181,False
306,1587,191,False
307,1601,202,False
308,1615,212,False
309,1629,223,False
310,1642,234,False
311,1656,246,False
312,1669,257,False
313,1681,269,False
314,1694,281,False
315,1707,293,False
316,1719,306,False
317,1731,319,False
318,1743,331,False
319,1754,344,False
320,1766,358,False
321,1777,371,False
322,1788,385,False
323,1798,399,False
324,1809,413,False
325,1819,427,False
326,1829,441,False
327,1838,456,False
328,1848,471,False
329,1857,485,False
330,1866,500,False
331,1874,516,False
332,1882,531,False
333,1891,547,False
334,1898,562,False
335,1906,578,False
336,1913,594,False
337,1920,610,False
338,1927,626,False
339,1933,642,False
340,1939,658,False
341,1945,675,False
342,1951,691,False
343,1956,708,False
344,1961,725,False
345,1965,742,False
346,1970,759,False
347,1974,776,False
348,1978,793,False
349,1981,810,False
350,1984,827,False
351,1987,844,False
352,1990,861,False
353,1992,879,False
354,1994,896,False
355,1996,913,False
356,1997,931,False
357,1998,948,False
358,1999,966,False
359,1999,983,False
